provinsi,jenis,daerah,tahun,periode,gk,tahun_kategori,tahun_sq,gk_per_tahun,cluster
0,0,0,0.7313432835821235,1,0.6026561625878498,2020-2021,0.5348629984406823,0.8240400590486543,1
0,0,1,0.3432835820895862,0,0.42409988493958173,2019-2020,0.11784361773225767,1.2354214039543114,1
0,0,1,0.3432835820895862,1,0.5161249938757883,2019-2020,0.11784361773225767,1.5034945473771475,1
0,0,1,0.7313432835821235,0,0.5976066325342394,2020-2021,0.5348629984406823,0.8171355995875955,1
0,0,1,0.7313432835821235,1,0.6058765261424482,2020-2021,0.5348629984406823,0.8284434132967785,1
0,0,2,1.119402985074661,0,0.732958512734014,2021-2022,1.2530630429940617,0.6547762713756993,1
0,0,2,1.119402985074661,1,0.7849931470492165,2021-2022,1.2530630429940617,0.7012605446972787,1
0,0,2,1.5074626865671983,0,0.9292783157494474,2022-2023,2.272443751392395,0.6164519520317977,1
0,0,2,1.5074626865671983,1,1.1401992471214304,2022-2023,2.272443751392395,0.7563697975953872,1
0,0,0,1.119402985074661,0,0.6612732200086516,2021-2022,1.2530630429940617,0.5907374098743775,1
0,0,0,1.119402985074661,1,0.7116461467296812,2021-2022,1.2530630429940617,0.6357372244118291,1
0,0,0,1.5074626865671983,0,0.8363772679263901,2022-2023,2.272443751392395,0.5548245242679888,1
0,0,0,1.5074626865671983,1,1.0169366117056184,2022-2023,2.272443751392395,0.674601514695791,1
0,0,1,1.119402985074661,0,0.6838350870721687,2021-2022,1.2530630429940617,0.6108926777844521,1
0,0,1,1.119402985074661,1,0.7345622537842041,2021-2022,1.2530630429940617,0.6562089467138691,1
0,0,1,1.5074626865671983,0,0.8657083391816732,2022-2023,2.272443751392395,0.5742817695561465,1
0,0,1,1.5074626865671983,1,1.0563345394325765,2022-2023,2.272443751392395,0.7007367736829805,1
0,1,2,-1.2089552238805632,0,-1.2078257870803144,2015-2016,1.4615727333481028,0.9990657744985596,0
0,1,2,-1.2089552238805632,1,-1.198299951685812,2015-2016,1.4615727333481028,0.9911863797895265,0
0,1,2,-0.8208955223880259,0,-1.1755577442632374,2016-2017,0.6738694586767099,1.4320430702843665,0
0,1,2,-0.8208955223880259,1,-1.149846361643323,2016-2017,0.6738694586767099,1.4007219314564694,0
0,1,0,-1.2089552238805632,0,-1.4144378720162445,2015-2016,1.4615727333481028,1.1699671287048274,0
0,1,0,-1.2089552238805632,1,-1.3948322986958488,2015-2016,1.4615727333481028,1.153750172995364,0
0,1,0,-0.8208955223880259,0,-1.3909292180676756,2016-2017,0.6738694586767099,1.6944046838279654,0
0,1,0,-0.8208955223880259,1,-1.3736423065065908,2016-2017,0.6738694586767099,1.673346082471734,0
0,1,1,-1.2089552238805632,0,-1.3557886109598967,2015-2016,1.4615727333481028,1.1214547769668595,0
0,1,1,-1.2089552238805632,1,-1.3390427204759845,2015-2016,1.4615727333481028,1.1076032379246108,0
0,1,1,-0.8208955223880259,0,-1.3273785636812288,2016-2017,0.6738694586767099,1.616988432120836,0
0,1,1,-0.8208955223880259,1,-1.3076570572728676,2016-2017,0.6738694586767099,1.5929640515870134,0
0,1,2,-0.4328358208954885,0,-1.1360696463567506,2017-2018,0.1873468478502714,2.6247126312382156,2
0,1,2,-0.4328358208954885,1,-1.1089992703167957,2017-2018,0.1873468478502714,2.5621707279734873,2
0,1,2,-0.04477611940295114,0,-1.0928974525438033,2018-2019,0.0020049008687873376,24.408043106830107,2
0,1,2,-0.04477611940295114,1,-1.0808339706682772,2018-2019,0.0020049008687873376,24.13862534494315,2
0,1,0,-0.4328358208954885,0,-1.351157728168384,2017-2018,0.1873468478502714,3.1216402685272007,2
0,1,0,-0.4328358208954885,1,-1.3361121896413,2017-2018,0.1873468478502714,3.0868798864129,2
0,1,0,-0.04477611940295114,0,-1.3101818222996728,2018-2019,0.0020049008687873376,29.260727364714867,2
0,1,0,-0.04477611940295114,1,-1.284721628037017,2018-2019,0.0020049008687873376,28.692116359515126,2
0,1,1,-0.4328358208954885,0,-1.2865379130818106,2017-2018,0.1873468478502714,2.972346212982347,2
0,1,1,-0.4328358208954885,1,-1.2667262364939207,2017-2018,0.1873468478502714,2.926574408451701,2
0,1,1,-0.04477611940295114,0,-1.2424897803820125,2018-2019,0.0020049008687873376,27.74893842855264,2
0,1,1,-0.04477611940295114,1,-1.219979439135369,2018-2019,0.0020049008687873376,27.246207474043892,2
0,1,2,0.3432835820895862,0,-1.073472219582465,2019-2020,0.11784361773225767,-3.1270712483486105,2
0,1,2,0.3432835820895862,1,-1.0560564934791965,2019-2020,0.11784361773225767,-3.0763384810043117,2
0,1,2,0.7313432835821235,0,-1.0358068474478812,2020-2021,0.5348629984406823,-1.4163073220205065,2
0,1,2,0.7313432835821235,1,-1.030931217026219,2020-2021,0.5348629984406823,-1.4096406436888462,2
0,1,0,0.3432835820895862,0,-1.2707774538456056,2019-2020,0.11784361773225767,-3.7018299742455283,2
0,1,0,0.3432835820895862,1,-1.2494908507497096,2019-2020,0.11784361773225767,-3.639821173922707,2
0,1,0,0.7313432835821235,0,-1.2107047920981253,2020-2021,0.5348629984406823,-1.6554534912361352,2
0,1,0,0.7313432835821235,1,-1.2069884925561187,2020-2021,0.5348629984406823,-1.6503720204338,2
0,1,1,0.3432835820895862,0,-1.2070206961916647,2019-2020,0.11784361773225767,-3.5161037671666757,2
0,1,1,0.3432835820895862,1,-1.1864683359862171,2019-2020,0.11784361773225767,-3.4562338483073343,2
0,1,1,0.7313432835821235,0,-1.1538782568136803,2020-2021,0.5348629984406823,-1.5777519021737345,2
0,1,1,0.7313432835821235,1,-1.148732115853432,2020-2021,0.5348629984406823,-1.570715342085232,2
0,1,2,1.119402985074661,0,-1.0080859579698973,2021-2022,1.2530630429940617,-0.9005567891197475,2
0,1,2,1.119402985074661,1,-0.9860908748919897,2021-2022,1.2530630429940617,-0.8809078482368172,2
0,1,2,1.5074626865671983,0,-0.9427898665368583,2022-2023,2.272443751392395,-0.6254150599798819,2
0,1,2,1.5074626865671983,1,-0.8971315520597608,2022-2023,2.272443751392395,-0.5951268711683427,2
0,1,0,1.119402985074661,0,-1.1730394199635414,2021-2022,1.2530630429940617,-1.0479152151673985,2
0,1,0,1.119402985074661,1,-1.146349046823029,2021-2022,1.2530630429940617,-1.0240718151618748,2
0,1,0,1.5074626865671983,0,-1.1115948833418021,2022-2023,2.272443751392395,-0.7373946255831589,2
0,1,0,1.5074626865671983,1,-1.0529520630125635,2022-2023,2.272443751392395,-0.6984929526914867,2
0,1,1,1.119402985074661,0,-1.117835947910614,2021-2022,1.2530630429940617,-0.9986001134667847,2
0,1,1,1.119402985074661,1,-1.0923693129208492,2021-2022,1.2530630429940617,-0.9758499195425955,2
0,1,1,1.5074626865671983,0,-1.0541951233446385,2022-2023,2.272443751392395,-0.6993175570701899,2
0,1,1,1.5074626865671983,1,-0.9996550461839585,2022-2023,2.272443751392395,-0.6631375058843931,2
0,2,2,-1.9850746268656378,0,0.35405053689995525,2013-2014,3.9405212742257514,-0.17835628550599553,0
0,2,2,-1.9850746268656378,1,0.45094483553071474,2013-2014,3.9405212742257514,-0.22716769910194287,0
0,2,2,-1.5970149253731005,0,0.5084283249802979,2014-2015,2.55045667186445,-0.31836166143626804,0
0,2,2,-1.5970149253731005,1,0.597007644913084,2014-2015,2.55045667186445,-0.3738272169082007,0
0,2,0,-1.9850746268656378,0,0.09770315722680595,2013-2014,3.9405212742257514,-0.04921888371576023,0
0,2,0,-1.9850746268656378,1,0.21715288219397327,2013-2014,3.9405212742257514,-0.10939280531576283,0
0,2,0,-1.5970149253731005,0,0.2960002634647628,2014-2015,2.55045667186445,-0.18534595936579,0
0,2,0,-1.5970149253731005,1,0.4185544188985631,2014-2015,2.55045667186445,-0.26208547725424597,0
0,2,1,-1.9850746268656378,0,0.05827302586430199,2013-2014,3.9405212742257514,-0.02935558445795714,0
0,2,1,-1.9850746268656378,1,0.05827302586430199,2013-2014,3.9405212742257514,-0.02935558445795714,0
0,2,1,-1.5970149253731005,0,0.05827302586430199,2014-2015,2.55045667186445,-0.03648871712998426,0
0,2,1,-1.5970149253731005,1,0.05827302586430199,2014-2015,2.55045667186445,-0.03648871712998426,0
0,2,2,-1.2089552238805632,0,0.6837964427095135,2015-2016,1.4615727333481028,-0.5656094032288727,0
0,2,2,-1.2089552238805632,1,0.7476240483616556,2015-2016,1.4615727333481028,-0.6184050770399053,0
0,2,2,-0.8208955223880259,0,0.7968698478385757,2016-2017,0.6738694586767099,-0.970732360094305,0
0,2,2,-0.8208955223880259,1,0.9096985053374886,2016-2017,0.6738694586767099,-1.10817817922935,0
0,2,0,-1.2089552238805632,0,0.5015431877005663,2015-2016,1.4615727333481028,-0.4148567108140602,0
0,2,0,-1.2089552238805632,1,0.5807770125979076,2015-2016,1.4615727333481028,-0.4803958005439617,0
0,2,0,-0.8208955223880259,0,0.6423890081244861,2016-2017,0.6738694586767099,-0.7825466098971334,0
0,2,0,-0.8208955223880259,1,0.7186536578244875,2016-2017,0.6738694586767099,-0.8754508195316846,0
0,2,1,-1.2089552238805632,0,0.5532815485687457,2015-2016,1.4615727333481028,-0.45765263893959257,0
0,2,1,-1.2089552238805632,1,0.6281356790318331,2015-2016,1.4615727333481028,-0.5195690184584444,0
0,2,1,-0.8208955223880259,0,0.6872873168026982,2016-2017,0.6738694586767099,-0.8372409131960487,0
0,2,1,-0.8208955223880259,1,0.7762273174535994,2016-2017,0.6738694586767099,-0.9455860048980601,0
0,2,2,-0.4328358208954885,0,0.9903557309259625,2017-2018,0.1873468478502714,-2.288063240415334,1
0,2,2,-0.4328358208954885,1,1.131156466260118,2017-2018,0.1873468478502714,-2.6133614910149596,1
0,2,2,-0.04477611940295114,0,1.1728022077481857,2018-2019,0.0020049008687873376,-26.19258263972933,1
0,2,2,-0.04477611940295114,1,1.239875939863363,2018-2019,0.0020049008687873376,-27.690562656969426,1
0,2,0,-0.4328358208954885,0,0.7824426191139745,2017-2018,0.1873468478502714,-1.807712257953117,0
0,2,0,-0.4328358208954885,1,0.8928302410385017,2017-2018,0.1873468478502714,-2.0627457292960103,1
0,2,0,-0.04477611940295114,0,0.9692881125517792,2018-2019,0.0020049008687873376,-21.647434513672806,1
0,2,0,-0.04477611940295114,1,1.0498100828709598,2018-2019,0.0020049008687873376,-23.445758517469205,1
0,2,1,-0.4328358208954885,0,0.845072249523806,2017-2018,0.1873468478502714,-1.9524083006241184,0
0,2,1,-0.4328358208954885,1,0.9653206246525138,2017-2018,0.1873468478502714,-2.230223512128396,1
0,2,1,-0.04477611940295114,0,1.0329611407533006,2018-2019,0.0020049008687873376,-23.069465476841195,1
0,2,1,-0.04477611940295114,1,1.110501054420923,2018-2019,0.0020049008687873376,-24.80119021541941,1
0,2,2,0.3432835820895862,0,1.2712100772496064,2019-2020,0.11784361773225767,3.703090225031096,1
0,2,2,0.3432835820895862,1,1.3760844367686609,2019-2020,0.11784361773225767,4.008593794064833,1
0,2,2,0.7313432835821235,0,1.5277700009173591,2020-2021,0.5348629984406823,2.0889916339073125,1
0,2,2,0.7313432835821235,1,1.5421585852793052,2020-2021,0.5348629984406823,2.1086658206879316,1
0,2,0,0.3432835820895862,0,1.129204925946031,2019-2020,0.11784361773225767,3.2894230451468083,1
0,2,0,0.3432835820895862,1,1.2454342873586,2019-2020,0.11784361773225767,3.6280042283920846,1
0,2,0,0.7313432835821235,0,1.343790631043147,2020-2021,0.5348629984406823,1.837428005711973,1
0,2,0,0.7313432835821235,1,1.3552358031161902,2020-2021,0.5348629984406823,1.8530775267098065,1
0,2,1,0.3432835820895862,0,1.176647321832376,2019-2020,0.11784361773225767,3.4276248070765827,1
0,2,1,0.3432835820895862,1,1.2892247909740304,2019-2020,0.11784361773225767,3.7555678693587606,1
0,2,1,0.7313432835821235,0,1.4032965088050182,2020-2021,0.5348629984406823,1.9187931855088134,1
0,2,1,0.7313432835821235,1,1.4167125433734755,2020-2021,0.5348629984406823,1.937137559306499,1
0,2,2,1.119402985074661,0,1.6844406878485758,2021-2022,1.2530630429940617,1.5047670144780152,1
0,2,2,1.119402985074661,1,1.758470405241686,2021-2022,1.2530630429940617,1.5709002286825249,1
0,2,2,1.5074626865671983,0,1.9460501415699392,2022-2023,2.272443751392395,1.2909441533186432,1
0,2,2,1.5074626865671983,1,2.202635828146129,2022-2023,2.272443751392395,1.4611544602553197,1
0,2,0,1.119402985074661,0,1.4478019331295693,2021-2022,1.2530630429940617,1.2933697269290425,1
0,2,0,1.119402985074661,1,1.5248652329911112,2021-2022,1.2530630429940617,1.3622129414720179,1
0,2,0,1.5074626865671983,0,1.6843505176690472,2022-2023,2.272443751392395,1.117341432513105,1
0,2,0,1.5074626865671983,1,1.923546241050405,2022-2023,2.272443751392395,1.276015823271032,1
0,2,1,1.119402985074661,0,1.5255672722460139,2021-2022,1.2530630429940617,1.362840096539731,1
0,2,1,1.119402985074661,1,1.601761073947814,2021-2022,1.2530630429940617,1.430906559393337,1
0,2,1,1.5074626865671983,0,1.7710813489214938,2022-2023,2.272443751392395,1.1748757463142316,1
0,2,1,1.5074626865671983,1,2.0162476263330773,2022-2023,2.272443751392395,1.3375108016268626,1
34,0,2,-1.2089552238805632,0,-0.2741779853311189,2015-2016,1.4615727333481028,0.22678919774303063,0
34,0,2,-1.2089552238805632,1,-0.19950419522708907,2015-2016,1.4615727333481028,0.16502198864463385,0
34,0,2,-0.8208955223880259,0,-0.09113896161484975,2016-2017,0.6738694586767099,0.11102382596718517,0
34,0,2,-0.8208955223880259,1,-0.014294646475020475,2016-2017,0.6738694586767099,0.01741347843320748,0
34,0,0,-1.2089552238805632,0,-0.2454136980614452,2015-2016,1.4615727333481028,0.20299651568046034,0
34,0,0,-1.2089552238805632,1,-0.12621516145153652,2015-2016,1.4615727333481028,0.10440019527473066,0
34,0,0,-0.8208955223880259,0,0.004480073048288744,2016-2017,0.6738694586767099,-0.005457543531551968,0
34,0,0,-0.8208955223880259,1,0.057886582237750166,2016-2017,0.6738694586767099,-0.07051638199871674,0
34,0,1,-1.2089552238805632,0,-0.2596541456998797,2015-2016,1.4615727333481028,0.214775651381388,0
34,0,1,-1.2089552238805632,1,-0.16250865871186157,2015-2016,1.4615727333481028,0.13442074239129667,0
34,0,1,-0.8208955223880259,0,-0.04775422380729883,2016-2017,0.6738694586767099,0.05817332718343916,0
34,0,1,-0.8208955223880259,1,0.024414123451253423,2016-2017,0.6738694586767099,-0.029740841295164487,0
34,0,2,-0.4328358208954885,0,0.049912962076564295,2017-2018,0.1873468478502714,-0.11531615376310585,0
34,0,2,-0.4328358208954885,1,0.1123364892189015,2017-2018,0.1873468478502714,-0.2595360268161031,0
34,0,2,-0.04477611940295114,0,0.1544395223317222,2018-2019,0.0020049008687873376,-3.4491493320777433,0
34,0,2,-0.04477611940295114,1,0.26355832101573756,2018-2019,0.0020049008687873376,-5.8861358360226,0
34,0,0,-0.4328358208954885,0,0.07692537157253647,2017-2018,0.1873468478502714,-0.1777241343227706,0
34,0,0,-0.4328358208954885,1,0.1157758374952127,2017-2018,0.1873468478502714,-0.2674821073165468,0
34,0,0,-0.04477611940295114,0,0.1906235272311909,2018-2019,0.0020049008687873376,-4.257258774833156,0
34,0,0,-0.04477611940295114,1,0.24520224875452618,2018-2019,0.0020049008687873376,-5.476183555521901,0
34,0,1,-0.4328358208954885,0,0.06438527589092993,2017-2018,0.1873468478502714,-0.1487521891273325,0
34,0,1,-0.4328358208954885,1,0.11413345208236746,2017-2018,0.1873468478502714,-0.2636876306730765,0
34,0,1,-0.04477611940295114,0,0.17298881640620953,2018-2019,0.0020049008687873376,-3.8634168997416074,0
34,0,1,-0.04477611940295114,1,0.25436740343091346,2018-2019,0.0020049008687873376,-5.680872009961373,0
34,0,2,0.3432835820895862,0,0.32267775515105673,2019-2020,0.11784361773225767,0.9399743302225505,1
34,0,2,0.3432835820895862,1,0.40309023310938114,2019-2020,0.11784361773225767,1.1742193747098202,1
34,0,2,0.7313432835821235,0,0.46806428818696033,2020-2021,0.5348629984406823,0.6400062716025486,1
34,0,2,0.7313432835821235,1,0.479399967899147,2020-2021,0.5348629984406823,0.6555060785559461,1
34,0,0,0.3432835820895862,0,0.2819981227293686,2019-2020,0.11784361773225767,0.8214727922985141,1
34,0,0,0.3432835820895862,1,0.40661975156522107,2019-2020,0.11784361773225767,1.184501015429005,1
34,0,0,0.7313432835821235,0,0.46637037695724154,2020-2021,0.5348629984406823,0.6376901072680353,1
34,0,0,0.7313432835821235,1,0.47856911410206066,2020-2021,0.5348629984406823,0.65437001315993,1
34,0,1,0.3432835820895862,0,0.30251183857216096,2019-2020,0.11784361773225767,0.8812301384492512,1
34,0,1,0.3432835820895862,1,0.4048549923373011,2019-2020,0.11784361773225767,1.1793601950694126,1
34,0,1,0.7313432835821235,0,0.4672334343898739,2020-2021,0.5348629984406823,0.6388702062065326,1
34,0,1,0.7313432835821235,1,0.47900064281837684,2020-2021,0.5348629984406823,0.6549600626291787,1
34,0,2,1.119402985074661,0,0.6038154934675053,2021-2022,1.2530630429940617,0.5394085074976216,1
34,0,2,1.119402985074661,1,0.6767052021622876,2021-2022,1.2530630429940617,0.6045233139316252,1
34,0,2,1.5074626865671983,0,0.8201723985196505,2022-2023,2.272443751392395,0.5440747594140133,1
34,0,2,1.5074626865671983,1,0.9908581076404799,2022-2023,2.272443751392395,0.6573019129892144,1
34,0,0,1.119402985074661,0,0.565061638451467,2021-2022,1.2530630429940617,0.5047883970166285,1
34,0,0,1.119402985074661,1,0.6165359295081693,2021-2022,1.2530630429940617,0.5507720970272811,1
34,0,0,1.5074626865671983,0,0.7152722760921592,2022-2023,2.272443751392395,0.4744875494868671,1
34,0,0,1.5074626865671983,1,0.8621015320005229,2022-2023,2.272443751392395,0.5718891350894428,1
34,0,1,1.119402985074661,0,0.5851889106677076,2021-2022,1.2530630429940617,0.5227687601964696,1
34,0,1,1.119402985074661,1,0.6480246443450334,2021-2022,1.2530630429940617,0.5789020156148789,1
34,0,1,1.5074626865671983,0,0.7697543867088564,2022-2023,2.272443751392395,0.5106291476187348,1
34,0,1,1.5074626865671983,1,0.9298901848248211,2022-2023,2.272443751392395,0.6168578453788278,1
34,1,2,-1.2089552238805632,0,-1.2984725804151527,2015-2016,1.4615727333481028,1.074045220837255,0
34,1,2,-1.2089552238805632,1,-1.2728127236121118,2015-2016,1.4615727333481028,1.052820401012517,0
34,1,2,-0.8208955223880259,0,-1.261960098433115,2016-2017,0.6738694586767099,1.5372968471822215,0
34,1,2,-0.8208955223880259,1,-1.2394433164593623,2016-2017,0.6738694586767099,1.5098673127778308,0
34,1,0,-1.2089552238805632,0,-1.5360774442005387,2015-2016,1.4615727333481028,1.2705825773017156,0
34,1,0,-1.2089552238805632,1,-1.5216824191114835,2015-2016,1.4615727333481028,1.258675581240398,0
34,1,0,-0.8208955223880259,0,-1.4906445551722631,2016-2017,0.6738694586767099,1.81587609448265,0
34,1,0,-0.8208955223880259,1,-1.4734671359720348,2016-2017,0.6738694586767099,1.7949508747296437,0
34,1,1,-1.2089552238805632,0,-1.418411800642619,2015-2016,1.4615727333481028,1.1732542054698534,0
34,1,1,-1.2089552238805632,1,-1.39843266514989,2015-2016,1.4615727333481028,1.1567282538894474,0
34,1,1,-0.8208955223880259,0,-1.3713751705641535,2016-2017,0.6738694586767099,1.6705842986873103,0
34,1,1,-0.8208955223880259,1,-1.3554601338773276,2016-2017,0.6738694586767099,1.6511968903597216,0
34,1,2,-0.4328358208954885,0,-1.2272832236771984,2017-2018,0.1873468478502714,2.835447447806163,2
34,1,2,-0.4328358208954885,1,-1.204676271523917,2017-2018,0.1873468478502714,2.7832175928313365,2
34,1,2,-0.04477611940295114,0,-1.1857920596397513,2018-2019,0.0020049008687873376,26.482689331974516,2
34,1,2,-0.04477611940295114,1,-1.182668306991791,2018-2019,0.0020049008687873376,26.41292552283668,2
34,1,0,-0.4328358208954885,0,-1.4453275992319532,2017-2018,0.1873468478502714,3.3392051430533947,2
34,1,0,-0.4328358208954885,1,-1.4125249760648129,2017-2018,0.1873468478502714,3.263419772287927,2
34,1,0,-0.04477611940295114,0,-1.3944394143421879,2018-2019,0.0020049008687873376,31.1424802536658,2
34,1,0,-0.04477611940295114,1,-1.3594662661392483,2018-2019,0.0020049008687873376,30.361413277132886,2
34,1,1,-0.4328358208954885,0,-1.3341606493272131,2017-2018,0.1873468478502714,3.0823711553424236,2
34,1,1,-0.4328358208954885,1,-1.3043594049929588,2017-2018,0.1873468478502714,3.013520004639141,2
34,1,1,-0.04477611940295114,0,-1.284161284778517,2018-2019,0.0020049008687873376,28.67960202674195,2
34,1,1,-0.04477611940295114,1,-1.2644075747346097,2018-2019,0.0020049008687873376,28.238435835761017,2
34,1,2,0.3432835820895862,0,-1.1266468625959956,2019-2020,0.11784361773225767,-3.28197129538801,2
34,1,2,0.3432835820895862,1,-1.0597599115669847,2019-2020,0.11784361773225767,-3.0871266989122153,2
34,1,2,0.7313432835821235,0,-1.049499833282034,2020-2021,0.5348629984406823,-1.4350303842835308,2
34,1,2,0.7313432835821235,1,-1.0459509926448665,2020-2021,0.5348629984406823,-1.4301778879020979,2
34,1,0,0.3432835820895862,0,-1.3297616327116317,2019-2020,0.11784361773225767,-3.8736534518117614,2
34,1,0,0.3432835820895862,1,-1.2951040801370426,2019-2020,0.11784361773225767,-3.772694494311881,2
34,1,0,0.7313432835821235,0,-1.2635767209375235,2020-2021,0.5348629984406823,-1.7277477612818397,2
34,1,0,0.7313432835821235,1,-1.2633834991242474,2020-2021,0.5348629984406823,-1.727483560026952,2
34,1,1,0.3432835820895862,0,-1.219483503147961,2019-2020,0.11784361773225767,-3.552408465691535,2
34,1,1,0.3432835820895862,1,-1.1672620877465916,2019-2020,0.11784361773225767,-3.400285212131039,2
34,1,1,0.7313432835821235,0,-1.1473022744351902,2020-2021,0.5348629984406823,-1.5687602527990647,2
34,1,1,0.7313432835821235,1,-1.1440497072450457,2020-2021,0.5348629984406823,-1.5643128650084592,2
34,1,2,1.119402985074661,0,-1.0250894775381774,2021-2022,1.2530630429940617,-0.9157465999340773,2
34,1,2,1.119402985074661,1,-1.0119825978709616,2021-2022,1.2530630429940617,-0.9040377874313648,2
34,1,2,1.5074626865671983,0,-0.9829413593355922,2022-2023,2.272443751392395,-0.6520502086681504,2
34,1,2,1.5074626865671983,1,-0.9474915973265721,2022-2023,2.272443751392395,-0.628534029909692,2
34,1,0,1.119402985074661,0,-1.2336595435153035,2021-2022,1.2530630429940617,-1.102069192206971,2
34,1,0,1.119402985074661,1,-1.2252221910022554,2021-2022,1.2530630429940617,-1.0945318239619815,2
34,1,0,1.5074626865671983,0,-1.1938751721617937,2022-2023,2.272443751392395,-0.7919765993548353,2
34,1,0,1.5074626865671983,1,-1.1500653463650357,2022-2023,2.272443751392395,-0.7629146357074816,2
34,1,1,1.119402985074661,0,-1.1180742548136542,2021-2022,1.2530630429940617,-0.998813000966834,2
34,1,1,1.119402985074661,1,-1.1064873867442089,2021-2022,1.2530630429940617,-0.9884620654914632,2
34,1,1,1.5074626865671983,0,-1.0756169817098278,2022-2023,2.272443751392395,-0.7135280967777904,2
34,1,1,1.5074626865671983,1,-1.0359549841713926,2022-2023,2.272443751392395,-0.6872176627671459,2
34,2,2,-1.9850746268656378,0,0.020002225381453485,2013-2014,3.9405212742257514,-0.010076309026747415,0
34,2,2,-1.9850746268656378,1,0.16920166886600171,2013-2014,3.9405212742257514,-0.08523693093249855,0
34,2,2,-1.5970149253731005,0,0.21890475996767486,2014-2015,2.55045667186445,-0.13707120483957502,0
34,2,2,-1.5970149253731005,1,0.2906415785099109,2014-2015,2.55045667186445,-0.18199052112303218,0
34,2,0,-1.9850746268656378,0,-0.2652640190119903,2013-2014,3.9405212742257514,0.13362924266017784,0
34,2,0,-1.9850746268656378,1,-0.07767784195662804,2013-2014,3.9405212742257514,0.03913094294055765,0
34,2,0,-1.5970149253731005,0,-0.032856822003726194,2014-2015,2.55045667186445,0.02057389789018413,0
34,2,0,-1.5970149253731005,1,0.0531140034498352,2014-2015,2.55045667186445,-0.03325830122559845,0
34,2,1,-1.9850746268656378,0,0.05827302586430199,2013-2014,3.9405212742257514,-0.02935558445795714,0
34,2,1,-1.9850746268656378,1,0.05827302586430199,2013-2014,3.9405212742257514,-0.02935558445795714,0
